indicator_id,YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
6403,2012,2012,California,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,25.9
5188,2014,2014,Hawaii,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",54.9
6080,2016,2016,New York,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,71.1
7994,2013,2013,New Mexico,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",11.13
7383,2015,2015,Arkansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,50.5
9799,2018,2018,Kansas,Alcohol,Heavy drinking among adults aged >= 18 years,%,
1902,2018,2018,Utah,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,
8866,2014,2014,New Jersey,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,2.4
3561,2014,2014,Alabama,Alcohol,Chronic liver disease mortality,"cases per 100,000",13.5
1961,2015,2015,Texas,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,24.9
966,2018,2018,North Dakota,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,16.4
9134,2014,2014,Idaho,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",161.2
2871,2018,2018,Hawaii,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,20.3
2812,2013,2013,North Dakota,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,
8082,2014,2014,Alabama,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",6.35
4965,2017,2017,Michigan,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
6723,2014,2014,Connecticut,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",76.1
5745,2015,2015,Washington,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,9.0
1765,2009,2013,Pennsylvania,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",
3586,2010,2014,Texas,Cancer,"Cancer of the oral cavity and pharynx, mortality",,75
9149,2014,2014,Michigan,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,57.7
6999,2011,2011,Kentucky,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,52.7
3016,2017,2017,Florida,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,39.2
921,2014,2014,Hawaii,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",
6692,2017,2017,Michigan,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
1090,2012,2012,Florida,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,8913
3915,2012,2012,Nebraska,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,20.3
2720,2010,2014,Maryland,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",
5771,2011,2011,Pennsylvania,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,4.4
1131,2016,2016,New Mexico,Chronic Kidney Disease,Mortality with end-stage renal disease,Number,523
4251,2015,2015,Vermont,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,
3993,2012,2012,Wyoming,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",74.9
8916,2012,2012,Kentucky,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,47.1
9940,2015,2015,New York,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,69.1
9369,2013,2013,Pennsylvania,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
9481,2014,2014,New Mexico,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,33.6
2680,2011,2011,Iowa,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",158.0
8619,2015,2015,Maine,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
1525,2013,2013,Missouri,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,
4013,2010,2010,West Virginia,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",134.3
7335,2014,2014,Rhode Island,Asthma,Asthma prevalence among women aged 18-44 years,%,
1518,2014,2014,Oregon,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,64.8
2287,2014,2014,North Carolina,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,
9637,2015,2015,Nebraska,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,55.6
4900,2017,2017,Oklahoma,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,84.1
4689,2015,2015,Virginia,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,4.2
7971,2013,2013,Arkansas,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",29.70
4634,2012,2012,New York,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,76.3
6151,2014,2014,Wyoming,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
5223,2012,2012,North Carolina,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",205.3
8300,2012,2012,Colorado,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,1.9
3444,2013,2013,Arizona,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,64.2
489,2018,2018,New Jersey,Arthritis,Arthritis among adults aged >= 18 years,%,20.3
1037,2017,2017,Maryland,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,75.5
8837,2018,2018,Michigan,Alcohol,Heavy drinking among women aged 18-44 years,%,6.6
193,2017,2017,United States,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,70.3
4126,2010,2010,Vermont,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",
1457,2017,2017,Iowa,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,19.3
2164,2014,2014,Connecticut,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",75.50
3233,2008,2012,Oklahoma,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",31.7
6235,2015,2015,Minnesota,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,25.2
9273,2013,2013,Tennessee,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
9681,2013,2013,Wyoming,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
5969,2012,2012,Ohio,Oral Health,All teeth lost among adults aged >= 65 years,%,26.7
2549,2016,2016,Virginia,Tobacco,Current smoking among adults aged >= 18 years,%,15.5
7054,2016,2016,Alabama,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,32.7
3287,2008,2012,Maine,Cancer,"Melanoma, mortality","per 100,000",2.7
7847,2012,2012,Texas,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,40.1
8784,2016,2016,New Hampshire,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,60.1
2488,2009,2013,Missouri,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,596
7131,2017,2017,Wisconsin,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.7
2412,2010,2014,South Dakota,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",
6342,2011,2011,Puerto Rico,Alcohol,Heavy drinking among adults aged >= 18 years,%,
6300,2015,2015,District of Columbia,Alcohol,Chronic liver disease mortality,"cases per 100,000",10.7
6243,2017,2017,Texas,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",78.9
9226,2014,2014,Rhode Island,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",73.7
8428,2015,2015,Alabama,Tobacco,Amount of tobacco product excise tax,,No
615,2013,2013,Puerto Rico,Asthma,Emergency department visit rate for asthma,"cases per 10,000",
4964,2015,2015,New Mexico,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,49.5
8595,2012,2012,Hawaii,Overarching Conditions,Premature mortality among adults aged 45-64 years,,753
4348,2018,2018,Rhode Island,Tobacco,Current cigarette smoking among women aged 18-44 years,%,
6524,2014,2014,Michigan,Diabetes,Diabetes prevalence among women aged 18-44 years,%,
4543,2011,2011,Iowa,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,76.7
3720,2010,2010,New York,"Nutrition, Physical Activity, and Weight Status",State child care regulation supports onsite breastfeeding,,No
9990,2013,2013,Nevada,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,7.7
6645,2013,2013,Nebraska,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,78.2
2480,2012,2012,Pennsylvania,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",47.48
4924,2014,2014,Ohio,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,
6114,2014,2014,South Carolina,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,
4392,2018,2018,New Mexico,Oral Health,All teeth lost among adults aged >= 65 years,%,15.0
4187,2009,2013,Colorado,Cancer,"Cancer of the prostate, mortality","per 100,000",52.1
2650,2017,2017,Montana,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,33.8
1875,2011,2011,North Carolina,Cardiovascular Disease,Awareness of high blood pressure among women aged 18-44 years,%,18.8
9734,2010,2010,Washington,Alcohol,Chronic liver disease mortality,"cases per 100,000",13.3
8139,2013,2013,United States,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",1.1
892,2018,2018,Connecticut,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,3.9
3788,2015,2015,New York,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,47.9
5008,2009,2013,Arkansas,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",62.3
5675,2017,2017,Wyoming,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,
9167,2017,2017,District of Columbia,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,66.2
9291,2012,2012,Georgia,Asthma,Current asthma prevalence among adults aged >= 18 years,%,
5687,2015,2015,Montana,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",
1770,2017,2017,Utah,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,24.9
3054,2014,2014,Wisconsin,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",21.88
4983,2013,2013,New Mexico,Alcohol,Chronic liver disease mortality,"cases per 100,000",62.1
3598,2016,2016,North Dakota,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",11.44
5361,2018,2018,Arizona,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,2.8
9609,2012,2012,Wisconsin,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,4181
3360,2010,2010,Colorado,Alcohol,Chronic liver disease mortality,"cases per 100,000",15.4
4554,2015,2015,Puerto Rico,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,25.3
6054,2015,2015,Iowa,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,78.7
7447,2013,2013,New Mexico,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,
9494,2011,2011,Maine,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,6.4
519,2016,2016,New Jersey,Oral Health,No tooth loss among adults aged 18-64 years,%,49.9
1290,2017,2017,Oregon,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,
8466,2016,2016,New York,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,63.9
6305,2017,2017,Colorado,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,
6680,2015,2015,Montana,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",105.78
2944,2017,2017,Maryland,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,27.3
3465,2017,2017,Montana,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,51.8
4745,2018,2018,South Dakota,Arthritis,Arthritis among adults aged >= 18 years,%,
